moff_mq	flash_mq	flash_moff
sample1	0.903063023678636	0.9320665589044	0.91121071572283
sample2	0.906476795745344	0.935767409794014	0.916348353098654
sample3	0.910927505079477	0.930637224511646	0.906971211454256
sample4	0.910424985086292	0.929238079666154	0.91180469800229
